episode,step,agent,discrete_action,reward,raw_0,raw_1,raw_2,raw_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,source_focus_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold,confidence_threshold
26,3,generator,generate_with_strict_citations,-0.07,0.7666829824447632,0.8783187866210938,-0.8562042117118835,0.8848726153373718,,,,,,,,,,,0.8833414912223816,0.9391593933105469,192,0.9424363076686859,,
26,4,verifier,verify_answer,0.3626,-0.6645879149436951,0.534034788608551,,,,,,,,,,,,,,,,,0.16770604252815247,0.7670173943042755
27,1,retriever,hybrid_rerank,-0.02,0.9170156121253967,0.10511933267116547,-0.8498924970626831,-0.01695326715707779,0.9585078060626984,18,0.07505375146865845,0.4915233664214611,,,,,,,,,,,,
27,2,grader,strict_filter,-0.07,0.7576956152915955,0.6431032419204712,0.6001543402671814,,,,,,,,,0.8788478076457977,0.8215516209602356,0.8000771701335907,,,,,,
27,3,generator,generate_with_strict_citations,-0.07,0.5289779901504517,1.0,-0.5410029888153076,0.9476361274719238,,,,,,,,,,,0.7644889950752258,1.0,333,0.9738180637359619,,
27,4,verifier,verify_answer,0.6786,-0.5551851987838745,0.8902016878128052,,,,,,,,,,,,,,,,,0.22240740060806274,0.9451008439064026
28,1,retriever,hybrid_rerank,-0.02,0.6786849498748779,0.4032190144062042,-0.65633624792099,0.19612742960453033,0.839342474937439,22,0.171831876039505,0.5980637148022652,,,,,,,,,,,,
28,2,grader,medium_filter,-0.07,0.749673068523407,0.6913710832595825,0.27813705801963806,,,,,,,,,0.8748365342617035,0.8456855416297913,0.639068529009819,,,,,,
28,3,generator,generate_with_strict_citations,-0.07,0.8636752963066101,0.814272940158844,-0.4715137183666229,0.8122760057449341,,,,,,,,,,,0.931837648153305,0.907136470079422,364,0.906138002872467,,
28,4,verifier,verify_answer,0.6897,-0.7268421053886414,0.37493520975112915,,,,,,,,,,,,,,,,,0.13657894730567932,0.6874676048755646
29,1,retriever,hybrid_rerank,-0.02,0.6660435795783997,0.5792095065116882,-0.4976394474506378,0.6097708344459534,0.8330217897891998,24,0.2511802762746811,0.8048854172229767,,,,,,,,,,,,
29,2,grader,strict_filter,-0.07,0.8372005224227905,0.9284806847572327,0.4943859279155731,,,,,,,,,0.9186002612113953,0.9642403423786163,0.7471929639577866,,,,,,
29,3,generator,generate_with_strict_citations,-0.07,0.6047002673149109,0.8478994965553284,-0.7685585021972656,0.48961666226387024,,,,,,,,,,,0.8023501336574554,0.9239497482776642,231,0.7448083311319351,,
29,4,verifier,verify_answer,0.7202,-0.8317367434501648,0.573922872543335,,,,,,,,,,,,,,,,,0.0841316282749176,0.7869614362716675
30,1,retriever,hybrid_rerank,-0.02,0.8288759589195251,-0.12786920368671417,-0.4482744634151459,-0.010386362671852112,0.9144379794597626,15,0.27586276829242706,0.49480681866407394,,,,,,,,,,,,
