architecture,question,category,difficulty,answer,ground_truth,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr,latency_sec,faithfulness,context_precision,context_recall
simple_hybrid_rag,Which papers discuss 'pre-training' and how do their approaches differ?,high_noise_conflicting,hard,"BERT.pdf discusses pre-training, specifically mentioning that unlike Peters et al. (2018a) and Radford et al. (2018), BERT is pre-trained using two unsupervised tasks, including Masked LM, rather than traditional left-to-right or right-to-left language models. This is described in Section 3.1 Pre-training BERT, Page 4.",BERT discusses pre-training via masked language modeling and next sentence prediction on text. TabNet discusses unsupervised pre-training for tabular data using masked feature reconstruction.,0.0,0.2647058823529412,0.14705882352941177,1.0,0.6666666666666666,1.0,1.0,23.8519,,,
simple_hybrid_rag,"Do any of the papers explicitly mention 'classification' tasks? If so, what datasets are used?",high_noise_conflicting,hard,"The papers explicitly mention 'classification' tasks in the following contexts: 
MNLI (Multi-Genre Natural Language Inference) is a large-scale, crowdsourced entailment classification task, and QQP (Quora Question Pairs) is a binary classification task where the goal is to determine if two questions asked on Quora are semantically equivalent. 
The MNLI dataset is described as a large-scale, crowdsourced entailment classification task, and the QQP dataset is a binary classification task. 
The MNLI dataset is used for entailment classification, and the QQP dataset is used for binary classification.",Yes. ResNet uses ImageNet and CIFAR-10 for image classification. BERT uses the GLUE benchmark for text classification. TabNet uses various datasets (like Forest Covertype) for tabular classification.,0.0,0.125,0.125,1.0,0.75,1.0,0.5,29.9628,,,
simple_hybrid_rag,"According to the ResNet paper, did the authors use the Adam optimizer to train the 152-layer network?",hallucination_trap,medium,"The authors used Adam as the optimizer for the 152-layer network, specifically with a learning rate of 0.1 that was decayed to 0.01 for warm-up and then back to 0.1 for continued training.","No, the ResNet paper explicitly states they used Stochastic Gradient Descent (SGD) with a momentum of 0.9, not the Adam optimizer.",0.0,0.2962962962962963,0.18518518518518517,1.0,0.5,1.0,1.0,27.8919,,,
simple_hybrid_rag,"In the Transformer paper, what activation function is used inside the feed-forward network? Is it GELU?",hallucination_trap,medium,The activation function used inside the feed-forward network in the Transformer paper is ReLU.,"No, the Transformer paper uses the ReLU activation function inside the position-wise feed-forward networks (max(0, xW1 + b1)W2 + b2). It does not use GELU.",0.0,0.5405405405405405,0.3243243243243243,1.0,0.25,1.0,1.0,15.9341,,,
simple_hybrid_rag,"According to the provided RAG survey, what specific vector database did they say is the absolute best?",hallucination_trap,easy,"Unfortunately, the provided RAG survey does not mention a specific vector database as the absolute best. However, it does mention that Weaviate's Verba is designed for personal assistant applications, and Amazon's Kendra offers intelligent enterprise search services, enabling users to browse various content repositories using built-in connectors.","The RAG survey does not declare any specific vector database as the absolute best; it surveys the general paradigms (Naive, Advanced, Modular) and components of RAG systems.",0.0,0.37837837837837834,0.37837837837837834,1.0,0.5,1.0,1.0,36.0633,,,
simple_hybrid_rag,What does the English paper say about using Duolingo for language learning in Norway?,hallucination_trap,easy,There is no mention of Duolingo in the retrieved documents.,"The provided English paper does not mention Duolingo. It focuses on the national curriculum, Grammar Translation, the Reform movement, and broader language beliefs in Norway.",0.0,0.22857142857142856,0.17142857142857143,1.0,1.0,1.0,1.0,23.6892,,,
simple_hybrid_rag,"According to the original Llama 3 technical report, what is the vocabulary size used by the model?",out_of_domain,hard,"The vocabulary size used by the model is not explicitly stated in the retrieved documents. However, we can infer that the vocabulary size is related to the ""hidden size"" mentioned in DOCUMENT [1]. According to DOCUMENT [1], BERTBASE has a hidden size of 768, and BERTLARGE has a hidden size of 1024.","Llama 3 uses a vocabulary size of 128K tokens. (Note: This relies on external web search, as it is not in the local database).",0.0,0.21052631578947367,0.15789473684210525,0.0,0.0,0.0,0.0,24.9178,,,
simple_hybrid_rag,What are the core architectural differences between YOLOv9 and previous YOLO versions for object detection?,out_of_domain,hard,"There is no information about YOLOv9 or previous YOLO versions in the retrieved documents. However, the documents do discuss object detection improvements using Faster R-CNN and ResNet-101, which is a different approach.",YOLOv9 introduces Programmable Gradient Information (PGI) and the Generalized Efficient Layer Aggregation Network (GELAN) to improve parameter utilization and mitigate information loss during downsampling.,0.0,0.14285714285714288,0.10714285714285714,0.0,0.0,0.0,0.0,25.8188,,,
simple_hybrid_rag,"Based on recent literature outside of the provided database, what is Direct Preference Optimization (DPO) and how does it compare to RLHF?",out_of_domain,hard,"Direct Preference Optimization (DPO) is not explicitly mentioned in the provided documents. However, Reinforcement Learning from Human Feedback (RLHF) is discussed in the context of aligning LLM outputs with human or retriever preferences through reinforcement learning. This approach is mentioned in DOCUMENT [2] as a potential method for fine-tuning LLMs and retrievers to align their preferences.","Direct Preference Optimization (DPO) is a stable, computationally lightweight alternative to RLHF that optimizes a language model directly on human preference data without needing an explicit reward model or reinforcement learning loops.",0.0,0.2727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,18.7329,,,
simple_hybrid_rag,Who are the authors of the FlashAttention-2 paper and what is its main speedup claim over the original FlashAttention?,out_of_domain,hard,"The authors of the FlashAttention-2 paper are not explicitly mentioned in the retrieved documents. However, the original FlashAttention paper is mentioned in the context of the Transformer model, which was proposed by Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Łukasz Kaiser, and Illia Polosukhin.",The lead author is Tri Dao. FlashAttention-2 claims around a 2x speedup over original FlashAttention by reducing non-matmul FLOPs and parallelizing over sequence length in addition to batch and head dimensions.,0.0,0.19753086419753085,0.14814814814814814,0.0,0.0,0.0,0.0,24.8953,,,
final_arch,Which two pre-training tasks are used in BERT?,direct_fact_lookup,easy,BERT is pre-trained using two unsupervised tasks: Masked LM and next sentence prediction (NSP).,BERT uses masked language modeling and next sentence prediction.,0.0,0.5217391304347826,0.5217391304347826,1.0,1.0,1.0,1.0,150.1082,,,
final_arch,"How deep is the deepest residual network reported in the ResNet paper, and how does it compare to VGG in depth?",direct_fact_lookup,easy,"The deepest residual network reported in the ResNet paper is 152 layers, which is 8 times deeper than VGG nets.","The deepest residual network reported is 152 layers, which is about 8 times deeper than VGG nets mentioned in the paper.",0.0,0.9268292682926829,0.7804878048780488,1.0,1.0,1.0,1.0,160.7366,,,
final_arch,What is Naive RAG according to the survey?,definition_explanation,medium,"Naive RAG represents the earliest methodology in the RAG research paradigm, which mainly consists of three parts: indexing, retrieval, and generation.","Naive RAG is the basic retrieve-read framework with three stages: indexing documents into chunks and vectors, retrieving the top relevant chunks for a query, and generating an answer from the query plus the retrieved context.",0.0,0.25,0.21428571428571427,1.0,1.0,1.0,1.0,86.56,,,
final_arch,What is self-attention in the Transformer paper?,definition_explanation,medium,"Self-attention in the Transformer paper is an attention mechanism relating different positions of a single sequence in order to compute a representation of the sequence, where each position can attend to all positions in the previous layer of the encoder or decoder.",Self-attention is an attention mechanism that relates different positions within the same sequence so the model can build representations using dependencies across positions.,0.0,0.3692307692307692,0.3384615384615384,1.0,0.5,1.0,1.0,147.2748,,,
final_arch,Why does TabNet argue that tabular data is difficult for standard deep neural networks?,definition_explanation,medium,"TabNet argues that standard deep neural networks are not well-suited for tabular data because they are vastly overparametrized, lacking an appropriate inductive bias that causes them to fail to find optimal solutions for tabular decision manifolds.","TabNet argues that standard deep networks are often poorly suited to tabular data because they lack the right inductive bias, can be overparameterized for tabular decision boundaries, and are often outperformed by tree-based methods that are efficient, interpretable, and fast.",0.0,0.5,0.4210526315789474,1.0,1.0,1.0,1.0,139.1136,,,
final_arch,How does the grammar translation method differ from the Reform movement in language teaching priorities?,intra_paper_comparison,medium,"The user's question is not supported by the retrieved documents, as it refers to the grammar translation method and the Reform movement in language teaching priorities, which are not mentioned in the provided documents.","Grammar translation emphasized abstract grammar rules, vocabulary, and translation. The Reform movement shifted the focus toward listening, speaking, pronunciation, phonetics, and discovering grammar through more coherent language use.",0.0,0.2580645161290323,0.22580645161290322,1.0,0.3333333333333333,1.0,0.5,164.8118,,,
final_arch,How does BERT compare feature-based transfer approaches with fine-tuning approaches?,intra_paper_comparison,medium,"BERT performs competitively with state-of-the-art methods using both fine-tuning and feature-based approaches, with the best performing method in the feature-based approach concatenating the token representations from the top four hidden layers of the pre-trained Transformer, which is only 0.3 F1 behind fine-tuning the entire model.","Feature-based approaches use pretrained representations as features inside task-specific architectures, while fine-tuning approaches add minimal new parameters and adapt all pretrained parameters directly on the downstream task. BERT is presented as a fine-tuning based model.",0.0,0.27499999999999997,0.17500000000000002,1.0,1.0,1.0,1.0,148.2043,,,
final_arch,How do plain networks differ from residual networks in the ResNet paper’s framing of the optimization problem?,intra_paper_comparison,medium,"The key difference between plain networks and residual networks in the ResNet paper's framing of the optimization problem is that residual networks have a shortcut connection that allows them to ease the optimization by providing faster convergence at the early stage, whereas plain networks suffer from increased depth and exhibit higher training error when going deeper.","Plain networks simply stack layers and become harder to optimize as depth increases, while residual networks reformulate learning as fitting a residual function with shortcut connections, making deeper models easier to optimize.",0.0,0.25,0.18181818181818182,1.0,1.0,1.0,1.0,147.3751,,,
final_arch,"According to Figure 1 in the Transformer paper, what are the major components of the encoder and decoder?",figure_table_diagram_grounded,medium,"The major components of the encoder and decoder in Figure 1 of the Transformer paper are stacked self-attention and point-wise, fully connected layers.","The encoder uses input embeddings plus positional encoding, multi-head self-attention, add-and-norm, and feed-forward layers. The decoder uses output embeddings shifted right plus positional encoding, masked multi-head self-attention, attention over encoder outputs, add-and-norm, feed-forward layers, and finally a linear layer with softmax.",0.0,0.25000000000000006,0.1875,1.0,1.0,1.0,1.0,117.5417,,,
final_arch,"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",figure_table_diagram_grounded,easy,"When moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10, the deeper network has higher training error, and thus test error.",The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,0.0,0.6976744186046512,0.46511627906976744,1.0,1.0,1.0,1.0,146.0733,,,
final_arch,"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?",figure_table_diagram_grounded,medium,"Unsupervised pre-training significantly improves performance on the supervised classification task, especially in the regime where the unlabeled dataset is much larger than the labeled dataset.","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.",0.0,0.22222222222222224,0.14814814814814817,1.0,1.0,1.0,1.0,95.1476,,,
final_arch,How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,multi_chunk_synthesis,hard,"The English paper highlights that in a society with a considerable presence of English, the English teacher plays an important role in complementing students' existing proficiency and levelling out differences in students' proficiency levels, as stated in the LK20 Curriculum in English (Ministry of Education and Research, 2019).","The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.",0.0,0.3058823529411765,0.1647058823529412,1.0,1.0,1.0,1.0,120.2409,,,
final_arch,Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,multi_chunk_synthesis,hard,"The RAG survey argues that Advanced RAG and Modular RAG emerged after Naive RAG because Naive RAG exhibits several limitations, and the development of Advanced RAG and Modular RAG is a response to these specific shortcomings.","The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.",0.0,0.303030303030303,0.303030303030303,1.0,1.0,1.0,1.0,139.0173,,,
final_arch,Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,multi_chunk_synthesis,hard,"TabNet argues that deep learning is still worth exploring for tabular data because previously-proposed DNN architectures are not well-suited for tabular data, and variants of ensemble decision trees still dominating most applications have certain benefits such as being representationally efficient, highly interpretable, and fast to train.","TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.",0.0,0.20253164556962025,0.12658227848101267,1.0,1.0,1.0,1.0,133.061,,,
final_arch,Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,paraphrase_hard_retrieval,hard,"Making a neural network deeper can actually make optimization worse even when overfitting is not the main issue because the added layers may be difficult for the solver to optimize, as suggested by the degradation problem, where deeper networks exhibit higher training error despite having a larger solution space. This is further supported by experiments showing that deep plain nets suffer from increased depth and exhibit higher training error when going deeper, as seen in Fig. 6 (left) of the document.","Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.",0.0,0.4,0.192,1.0,0.5,1.0,1.0,143.1778,,,
final_arch,"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",paraphrase_hard_retrieval,medium,"The shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation due to the negative development in the reported intelligibility of the teacher's spoken English from pre- to post-Covid-19.",That shift was the Reform movement and its direct-method orientation.,0.0,0.13636363636363635,0.0909090909090909,1.0,1.0,1.0,1.0,170.4115,,,
final_arch,What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,paraphrase_hard_retrieval,medium,"BERT pre-training uses a masked language model to enable pre-trained deep bidirectional representations, allowing a token to use both left and right context instead of only earlier tokens.",BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,0.0,0.425531914893617,0.3829787234042553,1.0,1.0,1.0,1.0,105.9824,,,
final_arch,How do the Transformer and BERT papers use attention differently in their main contributions?,cross_paper_comparison,hard,"BERT uses bidirectional self-attention, whereas the Transformer uses attention mechanisms, but it does not specify whether it is bidirectional or not. However, the key difference in their use of attention is that BERT uses self-attention to unify the stages of encoding a concatenated text pair, effectively including bidirectional cross attention between two sentences, whereas the Transformer uses attention mechanisms to connect the encoder and decoder through an attention mechanism.","The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.",0.0,0.22000000000000003,0.15999999999999998,1.0,1.0,1.0,1.0,140.9036,,,
final_arch,How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,cross_paper_comparison,hard,"TabNet improves optimization or learning efficiency by using sequential attention to choose which features to reason from at each decision step, enabling instance-wise feature selection and more efficient learning as the learning capacity is used for the most salient features.","ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.",0.0,0.37837837837837834,0.3243243243243243,1.0,1.0,0.5,1.0,115.6094,,,
final_arch,How do the English paper and the RAG survey each connect broad theory to practical application?,cross_paper_comparison,hard,"The RAG survey connects broad theory to practical application by showcasing the evolution of RAG technologies and their application on various tasks, such as generating well-informed answers by sourcing knowledge from external databases.","The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.",0.0,0.28985507246376807,0.20289855072463767,1.0,0.5,0.5,1.0,140.0167,,,
final_arch,In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,distractor_edge_case,hard,"TabNet uses sequential attention to choose which features to reason from at each decision step, enabling interpretability and better learning as the learning capacity is used for the most salient features.","That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.",0.0,0.2641509433962264,0.2641509433962264,1.0,1.0,0.5,1.0,116.9605,,,
final_arch,"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?",distractor_edge_case,medium,"This paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture, as it offers a detailed examination of the progression of RAG paradigms, encompassing the Naive RAG, the Advanced RAG, and the Modular RAG.","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.",0.0,0.5714285714285714,0.38095238095238093,1.0,1.0,0.3333333333333333,1.0,138.8008,,,
final_arch,Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,distractor_edge_case,easy,"The paper about language beliefs and English teaching in Norway is ""Student experiences of English teaching in Norway"" as mentioned in DOCUMENT [5] and also discussed in DOCUMENT [4] which explores how students in Norway experience their English teaching, including their view of their teacher as an English language role model.","That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.",0.0,0.37142857142857144,0.22857142857142856,1.0,1.0,0.2,1.0,135.5057,,,
agentic_scholar,Why is Norway’s status as an Expanding Circle country described as increasingly fuzzy?,direct_fact_lookup,easy,"Norway's status as an Expanding Circle country is described as increasingly fuzzy because English is losing ground in the domain of higher education, with concern that Norwegian is losing ground in this area.","It is described as fuzzy because English has expanded strongly in Norway beyond a typical foreign-language role, including broad use in education, business, and international communication.",0.0,0.3050847457627119,0.2711864406779661,1.0,1.0,1.0,1.0,73.7473,,,
agentic_scholar,Which two pre-training tasks are used in BERT?,direct_fact_lookup,easy,BERT is pre-trained using two unsupervised tasks: Masked LM and next sentence prediction (NSP).,BERT uses masked language modeling and next sentence prediction.,0.0,0.5217391304347826,0.5217391304347826,1.0,1.0,1.0,1.0,154.5121,,,
agentic_scholar,"How deep is the deepest residual network reported in the ResNet paper, and how does it compare to VGG in depth?",direct_fact_lookup,easy,"The deepest residual network reported in the ResNet paper is 152 layers, which is 8 times deeper than VGG nets.","The deepest residual network reported is 152 layers, which is about 8 times deeper than VGG nets mentioned in the paper.",0.0,0.9268292682926829,0.7804878048780488,1.0,1.0,1.0,1.0,121.4957,,,
agentic_scholar,What is Naive RAG according to the survey?,definition_explanation,medium,"Naive RAG represents the earliest methodology in the RAG research paradigm, which mainly consists of three parts: indexing, retrieval, and generation.","Naive RAG is the basic retrieve-read framework with three stages: indexing documents into chunks and vectors, retrieving the top relevant chunks for a query, and generating an answer from the query plus the retrieved context.",0.0,0.25,0.21428571428571427,1.0,1.0,1.0,1.0,86.9922,,,
agentic_scholar,What is self-attention in the Transformer paper?,definition_explanation,medium,"Self-attention in the Transformer paper is an attention mechanism relating different positions of a single sequence in order to compute a representation of the sequence, where each position can attend to all positions in the previous layer of the encoder or decoder.",Self-attention is an attention mechanism that relates different positions within the same sequence so the model can build representations using dependencies across positions.,0.0,0.3692307692307692,0.3384615384615384,1.0,0.5,1.0,1.0,149.101,,,
